,Title,genres
2729,"A Court of Mist and Fury (A Court of Thorns and Roses, #2)","Fantasy,Romance"
2730,Good Different,Poetry
2731,Bliscy,Biography
2732,The Fast 800: How to Combine Rapid Weight Loss and Intermittent Fasting for Long-Term Health,Cookbooks
2733,"Trolled (Legacy of Magic, #3)",Humor
2734,Civil War: A Marvel Comics Event,Comics
2735,"Lake Season (Bluebell Inn Romance, #1)",Christian
2736,"Outlander (Outlander, #1)","Romance,Historical Fiction"
2737,Billionaire Island: Cult of Dogs (2),Comics
2738,The Book Proposal,Humor
2739,The Handmaid&#39;s Tale: The Graphic Novel,Graphic Novels
2740,Take What You Need,Art
2741,Mrs. Plansky&#39;s Revenge,"Travel,Contemporary,Crime,Thriller,Humor"
2742,The Militia House,"Fiction,Thriller,Horror"
2743,A Guide to the Dark,"Fantasy,Paranormal,LGBT,Horror,Mystery,Contemporary,Thriller,Young Adult"
2744,"The Happy Ever After Playlist (The Friend Zone, #2)",Music
2745,How to Resist Amazon and Why,Business
2746,"Indulge with Me (With Me In Seattle, #10)",Cookbooks
2747,"Hating the Player (Campus Wallflowers, #2)",Sports
2748,Le Cœur en braille,"Graphic Novels,Comics"
2749,"Windswept Way (Hope Harbor, #9)",Christian
2750,"Tokyo Ghoul, Tome 1 (Tokyo Ghoul, #1)",Manga
2751,The House Is on Fire,History
2752,"The 3 Alarms: A Simple System to Transform Your Health, Wealth, and Relationships Forever",Business
2753,怪獣8号 5 [Kaijū 8-gō 5],Comics
2754,Pick Six,Sports
2755,The Maid&#39;s Diary,"Fiction,Suspense,Thriller"
2756,When You Get the Chance,Music
2757,"Serpent &amp; Dove (Serpent &amp; Dove, #1)",Paranormal
2758,Pink Lemonade Cake Murder: A Delightful &amp; Irresistible Culinary Cozy Mystery with Recipes (A Hannah Swensen Mystery Book 29),Cookbooks
2759,Red Closet: The Hidden History of Gay Oppression in the USSR,"History,Nonfiction"
2760,The Seven Husbands of Evelyn Hugo,"Contemporary,Romance,LGBT,Historical Fiction"
2761,The Sanctuary,Science Fiction
2762,The Plant-Based Baby and Toddler: Your Complete Feeding Guide for the First 3 Years,Cookbooks
2763,"A Dowry of Blood (A Dowry of Blood, #1)",Paranormal
2764,You Will Find Your People: How to Make Meaningful Friendships as an Adult,"Psychology,Self Help"
2765,Clue Krewe (Miss Fortune Mysteries #24),Humor
2766,All Your Perfects,"Fiction,Chick Lit"
2767,The Miseducation of Cameron Post,LGBT
2768,Murder Your Employer: The McMasters Guide to Homicide,Historical Fiction
2769,Pride and Prejudice,"Fiction,Classics,Romance,Historical Fiction"
2770,Lay Your Body Down,"Fiction,Religion,Suspense,Mystery"
2771,My Other Half,Romance
2772,Christine,Horror
2773,"After Death (Blue Bloods, #9)","Paranormal,Young Adult"
2774,Eat a Peach,Business
2775,In.,Art
2776,A Love Catastrophe,"Sports,Romance,Humor"
2777,Misfortune Cookie (Noodle Shop Mystery #9),Humor
2778,Notorious RBG: The Life and Times of Ruth Bader Ginsburg,Biography
2779,Snapdragon,Graphic Novels
2780,The Pearl,Classics
2781,"The Sun and the Void (The Warring Gods, #1)","Fantasy,LGBT,Science Fiction,Romance,Fiction,Historical Fiction,Young Adult"
2782,Let's Explore Diabetes with Owls,Humor
2783,チェンソーマン 11 [Chainsaw Man 11],Manga
2784,"Wolf Hall (Thomas Cromwell, #1)",Historical Fiction
2785,"Death in Fine Condition (The Paperback Sleuth, #1)",Crime
2786,The Screaming Child,Horror
2787,"Unraveling Him (Bailey Brothers, #3)",Chick Lit
2788,Inciting Joy: Essays,Poetry
2789,One Thousand Gifts: A Dare to Live Fully Right Where You Are,Christian
2790,The Measure of Silence,Historical Fiction
2791,The Other Side of Mrs. Wood,"Fantasy,Paranormal"
2792,"Todo lo que nunca fuimos (Deja que ocurra, #1)",Young Adult
2793,Cursed Bread,LGBT
2794,Simply Lies,"Fiction,Crime,Suspense,Thriller"
2795,"She Who Became the Sun (The Radiant Emperor, #1)","Fantasy,LGBT"
2796,"Crunch (Click, #5)",Childrens
2797,Killers of the Flower Moon: The Osage Murders and the Birth of the FBI,"History,Nonfiction"
2798,The Wall of Winnipeg and Me,Sports
2799,Think Like a Monk: Train Your Mind for Peace and Purpose Every Day,"Psychology,Philosophy,Nonfiction,Self Help,Memoir"
2800,"Catching Fire (The Hunger Games, #2)","Fiction,Suspense,Science Fiction,Young Adult"
2801,"Defiant (Songs of Chaos, #3)","Fantasy,Young Adult"
2802,The Ex-Wife,Mystery
2803,Darkhearts: A Novel,"Music,Humor"
2804,Southernmost,Religion
2805,Once More with Feeling,Music
2806,The Lion&#39;s Den,Travel
2807,No Country for Eight-Spot Butterflies: A Lyric Essay,Poetry
2808,Hope,"Fiction,Contemporary"
2809,Try Not to Breathe,"Suspense,Mystery"
2810,The Ferryman,Horror
2811,Secluded Cabin Sleeps Six,Horror
2812,Dr. Jekyll and Mr. Hyde,"Classics,Horror"
2813,Never Vacation with Your Ex,"LGBT,Travel"
2814,"Vampire Academy (Vampire Academy, #1)",Paranormal
2815,Evidence of Things Seen,"History,Crime"
2816,"Sanctuary with Kings (Tempting Monsters, #3)","Fantasy,Paranormal,Romance,LGBT"
2817,"Tsubasa: RESERVoir CHRoNiCLE, Vol. 01 (Tsubasa: RESERVoir CHRoNiCLE, #1)",Manga
2818,"Yes, I&#39;m Hot in This: The Hilarious Truth about Life in a Hijab",Religion
2819,My Evil Mother,Paranormal
2820,Part of Your World: A Twisted Tale Graphic Novel,"Graphic Novels,Comics"
2821,"The Bitter Past (Porter Beck, #1)","Mystery,Suspense,Crime,Thriller,Historical Fiction"
2822,Dear Mothman,Poetry
2823,Autobiography of a Yogi,Spirituality
2824,City of Dreams,Historical Fiction
2825,"Mini Shopaholic (Shopaholic, #6)",Chick Lit
2826,A Little Ray of Sunshine,Chick Lit
2827,Little Secrets,Thriller
2828,"The Heart&#39;s Choice (The Jewels of Kalispell, #1)",Christian
2829,"Believe Me (Shatter Me, #6.5)",Romance
2830,The Lovely Bones,Crime
2831,"In a Dark, Dark Wood","Suspense,Thriller"
2832,"呪術廻戦 14 (Jujutsu Kaisen, #14)",Manga
2833,"Red, White, and Whole",Poetry
2834,Chess Story,Classics
2835,My Oxford Year,Travel
2836,When the Rain Ends,"Contemporary,Romance,Art,Chick Lit"
2837,The Iliad,"Poetry,Classics"
2838,"The Love Wager (Mr. Wrong Number, #2)",Fiction
2839,"Working Class (SC Marva Collins, #2)",Science Fiction
2840,Kalpsizler,Graphic Novels
2841,"The Friend Zone (Game On, #2)",Sports
2842,Demian. Die Geschichte von Emil Sinclairs Jugend,Classics
2843,"The Essence of Being a Muse, Vol. 1",Manga
2844,The Troop,Horror
2845,Les Fleurs du Mal,Poetry
2846,"Slave to Sensation (Psy-Changeling, #1)",Paranormal
2847,Near Miss (Stone Barrington #64),Mystery
2848,You&#39;re Not Supposed to Die Tonight,"LGBT,Horror,Mystery,Fiction,Thriller,Young Adult"
2849,21 Lessons for the 21st Century,"Psychology,History,Philosophy,Science"
2850,The Forgetting,"Mystery,Suspense,Contemporary,Fiction,Thriller"
2851,How the Grinch Stole Christmas!,Childrens
2852,Breath: The New Science of a Lost Art,"Psychology,Self Help"
2853,A Song of Salvation,"Science Fiction,LGBT,Young Adult"
2854,Siddhartha,"Religion,Philosophy,Spirituality"
2855,Queen of Exiles,Historical Fiction
2856,The Color of Always: An LGBTQIA+ Love Anthology,Graphic Novels
2857,A Streetcar Named Desire,Classics
2858,"Mystery Babylon, Book 3: The Eagle",Christian
2859,The World's Religions,Religion
2860,Infidel,Religion
2861,Witch King,Paranormal
2862,Picture Day: (A Graphic Novel) (The Brinkley Yearbooks),"Graphic Novels,Childrens,Comics"
2863,Prima regola: non innamorarsi,Young Adult
2864,"First Grave on the Right (Charley Davidson, #1)",Paranormal
2865,The Diary of Frida Kahlo: An Intimate Self-Portrait,Art
2866,Spy School British Invasion (Spy School #7),Childrens
2867,Think and Grow Rich,"Business,Self Help"
2868,Unprotected: A Memoir,Music
2869,King: A Life,Religion
2870,Laura Dean Keeps Breaking Up with Me,"Graphic Novels,Comics"
2871,"Hell Bent (Alex Stern, #2)","Paranormal,Horror"
2872,Let's Pretend This Never Happened: A Mostly True Memoir,"Memoir,Humor"
2873,This Town is on Fire,"Contemporary,Young Adult"
2874,Chaos: Making a New Science,Science
2875,Shattered Will (Backyard Starship #14),Science Fiction
2876,The Path Between Us: An Enneagram Journey to Healthy Relationships,Spirituality
2877,"The Name of the Wind (The Kingkiller Chronicle, #1)",Fantasy
2878,"The Housemaid&#39;s Secret (The Housemaid, #2)","Suspense,Thriller"
2879,Why Did You Stay?: A memoir about self-worth,"Self Help,Biography"
2880,The Sun Down Motel,Paranormal
2881,"The Mediterranean Method: Your Complete Plan to Harness the Power of the Healthiest Diet on the Planet -- Lose Weight, Prevent Heart Disease, and More!",Cookbooks
2882,The Nineties,"Music,History"
2883,American Black Widow,"History,Nonfiction"
2884,"The Hunted (The Dawning of Muirwood, #2)","Religion,Christian,Young Adult"
2885,Factfulness: Ten Reasons We&#39;re Wrong About the World – and Why Things Are Better Than You Think,"Psychology,Business,Philosophy,Self Help,Science"
2886,Heavier Than Heaven: A Biography of Kurt Cobain,Music
2887,"The Ballad of Never After (Once Upon a Broken Heart, #2)",Romance
2888,Leaves of Grass,Poetry
2889,How to Be a Domestic Goddess: Baking and the Art of Comfort Cooking,Cookbooks
2890,"Cursed Crowns (Twin Crowns, #2)",Young Adult
2891,Breaking the Spell: Religion as a Natural Phenomenon,Religion
2892,The Farewell Tour,Music
2893,Meet Your Match (Kings of the Ice #1),Sports
2894,"Bridget Jones: The Edge of Reason (Bridget Jones, #2)",Chick Lit
2895,Soif,"Religion,Spirituality"
2896,Mooncakes,Graphic Novels
2897,"Run, Rose, Run",Music
2898,鬼滅の刃 11 [Kimetsu no Yaiba 11],Manga
2899,Peter Pan,"Classics,Childrens"
2900,Emergency,Contemporary
2901,Lapvona,"Horror,Historical Fiction"
2902,Notes on an Execution,"Suspense,Mystery"
2903,"City of Lost Souls (The Mortal Instruments, #5)",Paranormal
2904,"Saga, Volume 3","Graphic Novels,Comics"
2905,The Housekeepers,"Mystery,Fiction,Crime,Thriller,Historical Fiction"
2906,Jeg anerkender ikke længere jeres autoritet,Poetry
2907,Clapton: The Autobiography,Music
2908,The Outsiders,"Classics,Young Adult"
2909,"Bears With Me (Ursa Shifters, #2)","Fantasy,Paranormal"
2910,Mayflies,Music
2911,Swim Team,Sports
2912,The Toxic War on Masculinity: How Christianity Reconciles the Sexes,"Religion,Nonfiction,Christian"
2913,The Mistress &amp; The Renowned: A Hades &amp; Persephone Retelling (Love and Fate Book 2),"Fantasy,Romance"
2914,In Five Years,"Fiction,Contemporary,Romance,Chick Lit"
2915,Invisible Women: Data Bias in a World Designed for Men,"Business,Nonfiction"
2916,Spy School Project X (Spy School #10),Childrens
2917,"Kitchen Garden Revival: A modern guide to creating a stylish, small-scale, low-maintenance, edible garden",Cookbooks
2918,"The Testaments (The Handmaid&#39;s Tale, #2)",Science Fiction
2919,We Are Going to Be Pals!,"Childrens,Humor"
2920,Batman Beyond the White Knight,Comics
2921,The Invisible Life of Addie LaRue,"Romance,Historical Fiction"
2922,The Exorcist Legacy: 50 Years of Fear,"History,Horror,Nonfiction"
2923,Dreams from My Father: A Story of Race and Inheritance,Biography
2924,Elizabeth Finch,Philosophy
2925,Gore,Horror
2926,Hidden Gem,Childrens
2927,Mothman Apologia,Poetry
2928,"Hey, Kiddo: How I Lost My Mother, Found My Father, and Dealt with Family Addiction",Art
2929,"Titan: The Life of John D. Rockefeller, Sr.",Biography
2930,鬼滅の刃 13 [Kimetsu no Yaiba 13],Manga
2931,The Last Heir to Blackwood Library,"Paranormal,Horror"
2932,The Lost Whale,Childrens
2933,Matilda,Childrens
2934,The Bletchley Women,History
2935,Flux,LGBT
2936,Inne i spegelsalen,"Graphic Novels,Comics"
2937,"Night&#39;s Edge (Night&#39;s Edge, #1)","Fantasy,Paranormal,Horror,LGBT"
2938,Ruffles and the New Green Thing,"Childrens,Humor"
2939,Closer to Nowhere,Poetry
2940,The Broken Hearts Club,"Contemporary,Young Adult"
2941,At the Speed of Lies,Young Adult
2942,Desiring God: Meditations of a Christian Hedonist,Christian
2943,Pillow Thoughts (Pillow Thoughts #1),Poetry
2944,Business adventures,Business
2945,"The Deal (Off-Campus, #1)","Sports,Romance"
2946,The Quiet Tenant,"Fiction,Crime,Thriller,Horror"
2947,The Clifftop Murders (Dorset Crime #2),LGBT
2948,"Moon Called (Mercy Thompson, #1)",Paranormal
2949,Outcast (The Grey Gates #1),"Fantasy,Paranormal,Science Fiction"
2950,"Living Dead in Dallas (Sookie Stackhouse, #2)",Paranormal
2951,"Finding Perfect (Hopeless, #2.6)",Chick Lit
2952,More Mediterranean: 225+ New Plant-Forward Recipes Endless Inspiration for Eating Well,Cookbooks
2953,When the Angels Left the Old Country,Religion
2954,Love at First Psych,"Humor,Chick Lit"
2955,"A Soul of Ash and Blood (Blood and Ash, #5)",Fantasy
2956,The Magnificent Lives of Marjorie Post,"History,Chick Lit"
2957,Ask for Andrea,"Paranormal,Horror"
2958,Surviving Savannah,History
2959,"Bad Liar (Broussard and Fourcade, #3)",Suspense
2960,"The Gentleman's Guide to Vice and Virtue (Montague Siblings, #1)","LGBT,Historical Fiction"
2961,"Happy: A Song of Joy and Thanks for Little Ones, based on Psalm 92.",Childrens
2962,"Shopaholic & Baby (Shopaholic, #5)",Chick Lit
2963,Atlas of the Heart: Mapping Meaningful Connection and the Language of Human Experience,"Psychology,Science,Self Help"
2964,Recursion,Science Fiction
2965,僕のヒーローアカデミア チームアップミッション 5 [Boku no Hero Academia: Team Up Mission 5],Manga
2966,"Love &amp; Olives (Love &amp; Gelato, #3)",Travel
2967,The Highland Fling,"Travel,Humor"
2968,Artisan Bread in Five Minutes a Day: The Discovery That Revolutionizes Home Baking,Cookbooks
2969,The First Bright Thing,"Fantasy,LGBT,Fiction,Historical Fiction"
2970,To Die For,"Mystery,Suspense,Contemporary,Fiction,Crime,Thriller"
2971,If We&#39;re Being Honest,"LGBT,Humor"
2972,Sense and Sensibility,Classics
2973,鬼滅の刃 20 [Kimetsu no Yaiba 20],"Manga,Graphic Novels"
2974,"Lonely Heart (Scarlet Luck, #1)",Music
2975,Cobalt Red: How the Blood of the Congo Powers Our Lives,"Business,Science"
2976,"Really Good, Actually","LGBT,Chick Lit,Contemporary,Romance,Humor"
2977,The Bigamist,Thriller
2978,Rowley Jefferson’s Awesome Friendly Spooky Stories (Awesome Friendly Kid Book 3),Childrens
2979,All Good People Here,"Thriller,Mystery"
2980,How Far the Light Reaches: A Life in Ten Sea Creatures,Science
2981,Animal Farm,"Fiction,Classics"
2982,The Lean Startup,Business
2983,So That Happened,Humor
2984,The Goddess of Magic (Elementals Academy #4),Young Adult
2985,The Prince and the Dressmaker,"LGBT,Graphic Novels"
2986,"Vegan with a Vengeance : Over 150 Delicious, Cheap, Animal-Free Recipes That Rock",Cookbooks
2987,All the Living and the Dead,Science
2988,Coraline,"Horror,Childrens"
2989,"Ninth House (Alex Stern, #1)","Paranormal,Horror"
2990,It. Goes. So. Fast.: The Year of No Do-Overs,"Memoir,Self Help"
2991,Manual para damas afortunadas,"Romance,Historical Fiction"
2992,Knight Owl (Caldecott Honor Book),Childrens
2993,Lei and the Fire Goddess,Childrens
2994,Lowbridge,Crime
2995,"Dear Henry, Love Edith",Christian
2996,I&#39;d Rather Burn Than Bloom,"Contemporary,Young Adult"
2997,Soundtracks: The Surprising Solution to Overthinking,Business
2998,"Curvy Girls Can&#39;t Date Billionaires (The Curvy Girls Club, #2)",Young Adult
2999,"Beautiful World, Where Are You","Contemporary,Romance"
3000,An Emotion of Great Delight,Religion
3001,"A Serial Killer&#39;s Daughter: My Story of Faith, Love, and Overcoming",Religion
3002,The Umbrella Maker&#39;s Son,"Childrens,Young Adult"
3003,Shoe Dog: A Memoir by the Creator of Nike,"Business,Biography"
3004,The Little Village of Book Lovers,"Fantasy,Romance,Historical Fiction,Chick Lit"
3005,Bag of Bones,Horror
3006,Burntcoat,Art
3007,The 4-Hour Workweek,"Business,Self Help"
3008,The Lock Up (DCI Boyd #8),Mystery
3009,Gordon Ramsay Quick and Delicious: 100 Recipes to Cook in 30 Minutes or Less,Cookbooks
3010,Portals,Science Fiction
3011,"Annihilation (Southern Reach, #1)",Science Fiction
3012,"The Nanny Diaries (Nanny, #1)",Chick Lit
3013,The Light on Farallon Island,Historical Fiction
3014,Portrait of a Thief,Art
3015,Madame Bovary,Classics
3016,Nineteen Claws and a Black Bird,Horror
3017,Shuggie Bain,"LGBT,Historical Fiction"
3018,The Redhead of Auschwitz: A True Story,"History,Religion,Nonfiction"
3019,Wedding Night,Chick Lit
3020,Murder at the Front,Historical Fiction
3021,"American Gods (American Gods, #1)",Fantasy
3022,"Anatomy: A Love Story (The Anatomy Duology, #1)",Horror
3023,Death by Black Hole: And Other Cosmic Quandaries,Science
3024,The Unsinkable Greta James,"Music,Travel"
3025,The Girls on Chalk Hill (Detective Lexi Bennett #1),Crime
3026,Morbidly Yours,Contemporary
3027,AI 2041: Ten Visions for Our Future,Business
3028,"Less Is Lost (Arthur Less, #2)",Travel
3029,This Tender Land,Historical Fiction
3030,The Bookshop by the Bay,Chick Lit
3031,Big Shot (Diary of a Wimpy Kid #16),"Sports,Humor,Childrens,Graphic Novels"
3032,"‎Magical Midlife Alliance (Leveling Up, #7)","Fantasy,Paranormal,Humor"
3033,"Moral Stand (Aether&#39;s Revival, #7)",Fantasy
3034,No Matter the Wreckage: Poems,Poetry
3035,American Predator: The Hunt for the Most Meticulous Serial Killer of the 21st Century,"History,Nonfiction"
3036,Quiet: The Power of Introverts in a World That Can't Stop Talking,"Psychology,Nonfiction,Self Help"
3037,The Oh She Glows Cookbook: Over 100 Vegan Recipes to Glow from the Inside Out,Cookbooks
3038,"Blood Stain, Volume 4","Humor,Graphic Novels,Comics"
3039,Time Is a Mother,"Poetry,LGBT"
